likes,comments
1.2m,"6,320"
3.2m,"5,868"
2.1m,18.4k
1.5m,"8,590"
1.5m,"9,335"
1.6m,"8,770"
1.2m,"4,897"
2.1m,13.5k
1.4m,"7,834"
862k,"5,499"
1.7m,"9,489"
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1.9m,17.2k
2.2m,17.3k
1.8m,16.8k
1.3m,"5,070"
1.7m,22.6k
1.4m,"7,955"
1.6m,11.5k
2m,25k
879k,"5,063"
1.5m,10.6k
1.9m,18.1k
1.7m,13.4k
2.3m,21.1k
2m,21.3k
2.6m,39.5k
1.6m,10.5k
1.7m,10.7k
1.9m,17.3k
1.8m,17.6k
1.7m,11.5k
1.6m,11.9k
862k,"7,712"
2m,17k
1.9m,15.1k
2.3m,24.3k
730k,"4,030"
1.5m,"9,026"
1.6m,11k
1.5m,"9,346"
1.2m,"9,328"
998k,"7,535"
1.3m,"9,246"
1.3m,"5,803"
4.1m,10.5k
1.6m,20.4k
7.6m,20.7k
1.4m,12.5k
1.3m,11.1k
1.6m,22.4k
1.6m,11k
1.5m,11.6k
1.3m,11.1k
1.3m,"8,303"
836k,"4,902"
1.4m,11.7k
1.1m,"5,162"
1.5m,10.5k
1.7m,26.4k
1.5m,"9,485"
1.4m,10k
1.5m,12.7k
1.7m,16.3k
1.6m,"8,126"
2m,15.3k
1.3m,11.8k
1.7m,"9,028"
1.5m,"9,729"
1.6m,12.7k
2.8m,"5,369"
1.4m,"7,449"
1.3m,"9,516"
1.3m,"7,714"
2m,31.4k
1.7m,12.5k
1.3m,"6,215"
1.9m,21.9k
3.2m,"6,214"
1.5m,"7,935"
1.4m,10.2k
1.5m,10.6k
1.9m,31.7k
1.1m,13.1k
1.7m,21.4k
1.5m,"9,915"
948k,"6,211"
1.4m,13k
1.7m,"9,096"
1.3m,"9,563"
3.6m,"9,178"
1.6m,15.1k
1.1m,"6,409"
2.3m,22.4k
1.4m,11.8k
1.3m,"9,361"
739k,"5,473"
6m,32.5k
1.7m,17k
1.5m,12.9k
3.6m,11.7k
1.9m,15.8k
1.1m,"7,217"
1.7m,12.8k
5.6m,13.6k
1.7m,12.7k
1.6m,11.5k
1.7m,14.2k
1.9m,16.4k
775k,"5,029"
1.3m,19.8k
817k,"6,937"
1m,"4,984"
1.6m,"8,451"
1.4m,"7,883"
1.9m,16.7k
1.2m,"8,057"
3.8m,12.3k
1.6m,14.5k
1.6m,11.6k
7m,18.1k
1.8m,13.1k
1.9m,14.4k
2.1m,19.9k
1.8m,14.1k
1.5m,14.5k
,0
,0
,0
,0
